0 3.48238E-4
20000 0.018156118
40000 0.041660473
60000 0.07688859
80000 0.101281146
100000 0.111935495
120000 0.143184164
140000 0.163192775
160000 0.226776005
180000 0.282063305
200000 0.309537352
